Time, CONVEYOR2_PROXIMITY_SENSOR2,CONVEYOR1_PROXIMITY_SENSOR,
2018-08-24 14:06:06.092, false,false,
2018-08-24 14:06:06.191, false,false,
2018-08-24 14:06:06.290, false,false,
2018-08-24 14:06:06.389, false,false,
2018-08-24 14:06:06.488, false,false,
2018-08-24 14:06:06.588, false,false,
2018-08-24 14:06:06.687, false,false,
2018-08-24 14:06:06.786, false,false,
2018-08-24 14:06:06.885, false,false,
2018-08-24 14:06:06.984, false,false,
2018-08-24 14:06:07.084, false,false,
2018-08-24 14:06:07.183, false,false,
2018-08-24 14:06:07.282, false,false,
2018-08-24 14:06:07.382, false,false,
2018-08-24 14:06:07.481, false,false,
2018-08-24 14:06:07.581, false,false,
2018-08-24 14:06:07.680, false,false,
2018-08-24 14:06:07.780, false,false,
2018-08-24 14:06:07.879, false,false,
2018-08-24 14:06:07.979, false,false,
2018-08-24 14:06:08.078, false,false,
2018-08-24 14:06:08.177, false,false,
2018-08-24 14:06:08.276, false,false,
2018-08-24 14:06:08.375, false,false,
2018-08-24 14:06:08.475, false,false,
2018-08-24 14:06:08.574, false,false,
2018-08-24 14:06:08.673, false,false,
2018-08-24 14:06:08.772, false,false,
2018-08-24 14:06:08.872, false,false,
2018-08-24 14:06:08.971, false,false,
2018-08-24 14:06:09.070, false,false,
2018-08-24 14:06:09.170, false,false,
2018-08-24 14:06:09.269, false,false,
2018-08-24 14:06:09.368, false,false,
2018-08-24 14:06:09.468, false,false,
2018-08-24 14:06:09.567, false,false,
2018-08-24 14:06:09.666, false,false,
2018-08-24 14:06:09.765, false,false,
2018-08-24 14:06:09.864, false,false,
2018-08-24 14:06:09.964, false,false,
2018-08-24 14:06:10.063, false,false,
2018-08-24 14:06:10.162, false,false,
2018-08-24 14:06:10.261, false,false,
2018-08-24 14:06:10.360, false,false,
2018-08-24 14:06:10.459, false,false,
2018-08-24 14:06:10.558, false,false,
2018-08-24 14:06:10.657, false,false,
2018-08-24 14:06:10.757, false,false,
2018-08-24 14:06:10.856, false,false,
2018-08-24 14:06:10.955, false,false,
2018-08-24 14:06:11.054, false,false,
2018-08-24 14:06:11.153, false,false,
2018-08-24 14:06:11.252, false,false,
2018-08-24 14:06:11.351, false,false,
2018-08-24 14:06:11.451, false,false,
2018-08-24 14:06:11.550, false,false,
2018-08-24 14:06:11.649, false,false,
2018-08-24 14:06:11.748, false,false,
2018-08-24 14:06:11.847, false,false,
2018-08-24 14:06:11.946, false,false,
2018-08-24 14:06:12.045, false,false,
2018-08-24 14:06:12.145, false,false,
2018-08-24 14:06:12.244, false,false,
2018-08-24 14:06:12.343, false,false,
2018-08-24 14:06:12.442, false,false,
2018-08-24 14:06:12.541, false,false,
2018-08-24 14:06:12.640, false,false,
2018-08-24 14:06:12.739, false,false,
2018-08-24 14:06:12.839, false,false,
2018-08-24 14:06:12.938, false,false,
2018-08-24 14:06:13.037, false,false,
2018-08-24 14:06:13.136, false,false,
2018-08-24 14:06:13.235, false,false,
2018-08-24 14:06:13.334, false,false,
2018-08-24 14:06:13.433, false,false,
2018-08-24 14:06:13.532, false,false,
2018-08-24 14:06:13.632, false,false,
2018-08-24 14:06:13.731, false,false,
2018-08-24 14:06:13.830, false,false,
2018-08-24 14:06:13.929, false,false,
2018-08-24 14:06:14.028, false,false,
2018-08-24 14:06:14.127, false,false,
2018-08-24 14:06:14.226, false,false,
2018-08-24 14:06:14.325, false,false,
2018-08-24 14:06:14.425, false,true,
2018-08-24 14:06:14.524, false,true,
2018-08-24 14:06:14.623, false,true,
2018-08-24 14:06:14.722, false,true,
2018-08-24 14:06:14.822, false,true,
2018-08-24 14:06:14.921, false,true,
2018-08-24 14:06:15.020, false,true,
2018-08-24 14:06:15.120, false,true,
2018-08-24 14:06:15.219, false,true,
2018-08-24 14:06:15.318, false,true,
2018-08-24 14:06:15.417, false,true,
2018-08-24 14:06:15.517, false,true,
2018-08-24 14:06:15.616, false,true,
2018-08-24 14:06:15.716, false,true,
2018-08-24 14:06:15.815, false,true,
2018-08-24 14:06:15.914, false,true,
2018-08-24 14:06:16.013, false,true,
2018-08-24 14:06:16.113, false,true,
2018-08-24 14:06:16.212, false,true,
2018-08-24 14:06:16.311, false,true,
2018-08-24 14:06:16.410, false,true,
2018-08-24 14:06:16.510, false,true,
2018-08-24 14:06:16.609, false,true,
2018-08-24 14:06:16.708, false,true,
2018-08-24 14:06:16.808, false,true,
2018-08-24 14:06:16.907, false,true,
2018-08-24 14:06:17.008, false,true,
2018-08-24 14:06:17.107, false,true,
2018-08-24 14:06:17.206, false,true,
2018-08-24 14:06:17.305, false,true,
2018-08-24 14:06:17.404, false,true,
2018-08-24 14:06:17.503, false,true,
2018-08-24 14:06:17.602, false,true,
2018-08-24 14:06:17.702, false,true,
2018-08-24 14:06:17.801, false,true,
2018-08-24 14:06:17.900, false,true,
2018-08-24 14:06:17.999, false,true,
2018-08-24 14:06:18.098, false,true,
2018-08-24 14:06:18.197, false,true,
2018-08-24 14:06:18.296, false,true,
2018-08-24 14:06:18.395, false,true,
2018-08-24 14:06:18.494, false,true,
2018-08-24 14:06:18.593, false,true,
2018-08-24 14:06:18.692, false,true,
2018-08-24 14:06:18.791, false,true,
2018-08-24 14:06:18.891, false,true,
2018-08-24 14:06:18.990, false,true,
2018-08-24 14:06:19.089, false,true,
2018-08-24 14:06:19.188, false,true,
2018-08-24 14:06:19.287, false,true,
2018-08-24 14:06:19.386, false,true,
2018-08-24 14:06:19.485, false,true,
2018-08-24 14:06:19.584, false,true,
2018-08-24 14:06:19.683, false,true,
2018-08-24 14:06:19.782, false,true,
2018-08-24 14:06:19.881, false,true,
2018-08-24 14:06:19.980, false,true,
2018-08-24 14:06:20.080, false,true,
2018-08-24 14:06:20.179, false,true,
2018-08-24 14:06:20.278, false,true,
2018-08-24 14:06:20.377, false,true,
2018-08-24 14:06:20.476, false,true,
2018-08-24 14:06:20.575, false,true,
2018-08-24 14:06:20.674, false,true,
2018-08-24 14:06:20.773, false,true,
2018-08-24 14:06:20.872, false,true,
2018-08-24 14:06:20.971, false,true,
2018-08-24 14:06:21.070, false,true,
2018-08-24 14:06:21.169, false,true,
2018-08-24 14:06:21.268, false,true,
2018-08-24 14:06:21.368, false,true,
2018-08-24 14:06:21.467, false,true,
2018-08-24 14:06:21.566, false,true,
2018-08-24 14:06:21.665, false,true,
2018-08-24 14:06:21.764, false,true,
2018-08-24 14:06:21.863, false,true,
2018-08-24 14:06:21.962, false,true,
2018-08-24 14:06:22.061, false,true,
2018-08-24 14:06:22.161, false,true,
2018-08-24 14:06:22.260, false,true,
2018-08-24 14:06:22.359, false,true,
2018-08-24 14:06:22.458, false,true,
2018-08-24 14:06:22.557, false,true,
2018-08-24 14:06:22.656, false,true,
2018-08-24 14:06:22.755, false,true,
2018-08-24 14:06:22.855, false,true,
2018-08-24 14:06:22.954, false,true,
2018-08-24 14:06:23.053, false,true,
2018-08-24 14:06:23.152, false,true,
2018-08-24 14:06:23.251, false,true,
2018-08-24 14:06:23.350, false,true,
2018-08-24 14:06:23.449, false,true,
2018-08-24 14:06:23.548, false,true,
2018-08-24 14:06:23.648, false,true,
2018-08-24 14:06:23.747, false,true,
2018-08-24 14:06:23.846, false,false,
2018-08-24 14:06:23.945, false,false,
2018-08-24 14:06:24.044, false,false,
2018-08-24 14:06:24.143, false,false,
2018-08-24 14:06:24.242, false,false,
2018-08-24 14:06:24.342, false,false,
2018-08-24 14:06:24.441, false,false,
2018-08-24 14:06:24.540, false,false,
2018-08-24 14:06:24.639, false,false,
2018-08-24 14:06:24.738, false,false,
2018-08-24 14:06:24.837, false,false,
2018-08-24 14:06:24.936, false,false,
2018-08-24 14:06:25.035, false,false,
2018-08-24 14:06:25.135, false,false,
2018-08-24 14:06:25.234, false,false,
2018-08-24 14:06:25.333, false,false,
2018-08-24 14:06:25.432, false,false,
2018-08-24 14:06:25.531, false,false,
2018-08-24 14:06:25.630, false,false,
2018-08-24 14:06:25.729, false,false,
2018-08-24 14:06:25.828, false,false,
2018-08-24 14:06:25.928, false,false,
2018-08-24 14:06:26.027, false,false,
2018-08-24 14:06:26.126, false,false,
2018-08-24 14:06:26.225, false,false,
2018-08-24 14:06:26.324, false,false,
2018-08-24 14:06:26.423, false,false,
2018-08-24 14:06:26.522, false,false,
2018-08-24 14:06:26.622, false,false,
2018-08-24 14:06:26.721, false,false,
2018-08-24 14:06:26.820, false,false,
2018-08-24 14:06:26.919, false,false,
2018-08-24 14:06:27.018, false,false,
2018-08-24 14:06:27.117, false,false,
2018-08-24 14:06:27.216, false,false,
2018-08-24 14:06:27.316, false,false,
2018-08-24 14:06:27.415, false,false,
2018-08-24 14:06:27.514, false,false,
2018-08-24 14:06:27.613, false,false,
2018-08-24 14:06:27.712, false,false,
2018-08-24 14:06:27.811, false,false,
2018-08-24 14:06:27.910, false,false,
2018-08-24 14:06:28.009, false,false,
2018-08-24 14:06:28.109, false,false,
2018-08-24 14:06:28.208, false,false,
2018-08-24 14:06:28.307, false,false,
2018-08-24 14:06:28.406, false,false,
2018-08-24 14:06:28.505, false,false,
2018-08-24 14:06:28.604, false,false,
2018-08-24 14:06:28.703, false,false,
2018-08-24 14:06:28.803, false,false,
2018-08-24 14:06:28.902, false,false,
2018-08-24 14:06:29.001, false,false,
2018-08-24 14:06:29.100, false,false,
2018-08-24 14:06:29.199, false,false,
2018-08-24 14:06:29.298, false,false,
2018-08-24 14:06:29.397, false,false,
2018-08-24 14:06:29.496, false,false,
2018-08-24 14:06:29.596, false,false,
2018-08-24 14:06:29.695, false,false,
2018-08-24 14:06:29.794, false,false,
2018-08-24 14:06:29.893, false,false,
2018-08-24 14:06:29.992, false,false,
2018-08-24 14:06:30.091, false,false,
2018-08-24 14:06:30.190, false,false,
2018-08-24 14:06:30.289, false,false,
2018-08-24 14:06:30.389, false,false,
2018-08-24 14:06:30.488, true,false,
2018-08-24 14:06:30.587, true,false,
2018-08-24 14:06:30.686, true,false,
2018-08-24 14:06:30.785, false,false,
2018-08-24 14:06:30.884, false,false,
2018-08-24 14:06:30.983, false,false,
2018-08-24 14:06:31.082, false,false,
2018-08-24 14:06:31.182, false,false,
2018-08-24 14:06:31.281, false,false,
2018-08-24 14:06:31.380, false,false,
2018-08-24 14:06:31.479, false,false,
2018-08-24 14:06:31.578, false,false,
2018-08-24 14:06:31.677, false,false,
2018-08-24 14:06:31.776, false,false,
2018-08-24 14:06:31.875, false,false,
2018-08-24 14:06:31.975, false,false,
2018-08-24 14:06:32.074, false,false,
2018-08-24 14:06:32.173, false,false,
2018-08-24 14:06:32.272, false,false,
2018-08-24 14:06:32.371, false,false,
2018-08-24 14:06:32.470, false,false,
2018-08-24 14:06:32.569, false,false,
2018-08-24 14:06:32.668, false,false,
2018-08-24 14:06:32.768, false,false,
2018-08-24 14:06:32.867, false,false,
2018-08-24 14:06:32.966, false,false,
2018-08-24 14:06:33.065, false,false,
2018-08-24 14:06:33.164, false,false,
2018-08-24 14:06:33.263, false,false,
2018-08-24 14:06:33.362, false,false,
2018-08-24 14:06:33.461, false,false,
2018-08-24 14:06:33.561, false,false,
2018-08-24 14:06:33.660, false,false,
2018-08-24 14:06:33.759, false,false,
2018-08-24 14:06:33.858, false,false,
2018-08-24 14:06:33.957, false,false,
2018-08-24 14:06:34.056, false,false,
2018-08-24 14:06:34.155, false,false,
2018-08-24 14:06:34.255, false,false,
2018-08-24 14:06:34.354, false,false,
2018-08-24 14:06:34.453, false,false,
2018-08-24 14:06:34.552, false,false,
2018-08-24 14:06:34.651, false,false,
2018-08-24 14:06:34.750, false,false,
2018-08-24 14:06:34.849, false,false,
2018-08-24 14:06:34.948, false,false,
2018-08-24 14:06:35.047, false,false,
2018-08-24 14:06:35.146, false,false,
2018-08-24 14:06:35.245, false,false,
2018-08-24 14:06:35.345, false,false,
2018-08-24 14:06:35.444, false,false,
2018-08-24 14:06:35.543, false,false,
2018-08-24 14:06:35.642, false,false,
2018-08-24 14:06:35.741, false,false,
2018-08-24 14:06:35.840, false,false,
2018-08-24 14:06:35.939, false,false,
2018-08-24 14:06:36.038, false,false,
2018-08-24 14:06:36.137, false,false,
2018-08-24 14:06:36.236, false,false,
2018-08-24 14:06:36.336, false,false,
2018-08-24 14:06:36.435, false,false,
2018-08-24 14:06:36.534, false,false,
2018-08-24 14:06:36.633, false,false,
2018-08-24 14:06:36.732, false,false,
2018-08-24 14:06:36.831, false,false,
2018-08-24 14:06:36.930, false,true,
2018-08-24 14:06:37.030, false,true,
2018-08-24 14:06:37.129, false,true,
2018-08-24 14:06:37.228, false,true,
2018-08-24 14:06:37.327, false,true,
2018-08-24 14:06:37.427, false,true,
2018-08-24 14:06:37.526, false,true,
2018-08-24 14:06:37.625, false,true,
2018-08-24 14:06:37.724, false,true,
2018-08-24 14:06:37.824, false,true,
2018-08-24 14:06:37.923, false,true,
2018-08-24 14:06:38.022, false,true,
2018-08-24 14:06:38.121, false,true,
2018-08-24 14:06:38.220, false,true,
2018-08-24 14:06:38.319, false,true,
2018-08-24 14:06:38.418, false,true,
2018-08-24 14:06:38.518, false,true,
2018-08-24 14:06:38.617, false,true,
2018-08-24 14:06:38.716, false,true,
2018-08-24 14:06:38.815, false,true,
2018-08-24 14:06:38.914, false,true,
2018-08-24 14:06:39.013, false,true,
2018-08-24 14:06:39.112, false,true,
2018-08-24 14:06:39.211, false,true,
2018-08-24 14:06:39.311, false,true,
2018-08-24 14:06:39.410, false,true,
2018-08-24 14:06:39.509, false,true,
2018-08-24 14:06:39.608, false,true,
2018-08-24 14:06:39.707, false,true,
2018-08-24 14:06:39.806, false,true,
2018-08-24 14:06:39.905, false,true,
2018-08-24 14:06:40.004, false,true,
2018-08-24 14:06:40.104, false,true,
2018-08-24 14:06:40.203, false,true,
2018-08-24 14:06:40.302, false,true,
2018-08-24 14:06:40.401, false,true,
2018-08-24 14:06:40.501, false,true,
2018-08-24 14:06:40.600, false,true,
2018-08-24 14:06:40.699, false,true,
2018-08-24 14:06:40.798, false,true,
2018-08-24 14:06:40.897, false,true,
2018-08-24 14:06:40.996, false,true,
2018-08-24 14:06:41.095, false,true,
2018-08-24 14:06:41.194, false,true,
2018-08-24 14:06:41.293, false,true,
2018-08-24 14:06:41.392, false,true,
2018-08-24 14:06:41.491, false,true,
2018-08-24 14:06:41.590, false,true,
2018-08-24 14:06:41.690, false,true,
2018-08-24 14:06:41.789, false,true,
2018-08-24 14:06:41.888, false,true,
2018-08-24 14:06:41.987, false,true,
2018-08-24 14:06:42.086, false,true,
2018-08-24 14:06:42.185, false,true,
2018-08-24 14:06:42.284, false,true,
2018-08-24 14:06:42.384, false,true,
2018-08-24 14:06:42.483, false,true,
2018-08-24 14:06:42.582, false,true,
2018-08-24 14:06:42.681, false,true,
2018-08-24 14:06:42.780, false,true,
2018-08-24 14:06:42.879, false,true,
2018-08-24 14:06:42.978, false,true,
2018-08-24 14:06:43.077, false,true,
2018-08-24 14:06:43.177, false,true,
2018-08-24 14:06:43.276, false,true,
2018-08-24 14:06:43.375, false,true,
2018-08-24 14:06:43.474, false,true,
2018-08-24 14:06:43.573, false,true,
2018-08-24 14:06:43.672, false,true,
2018-08-24 14:06:43.772, false,true,
2018-08-24 14:06:43.871, false,true,
2018-08-24 14:06:43.970, false,true,
2018-08-24 14:06:44.069, false,true,
2018-08-24 14:06:44.168, false,true,
2018-08-24 14:06:44.267, false,true,
2018-08-24 14:06:44.366, false,true,
2018-08-24 14:06:44.465, false,true,
2018-08-24 14:06:44.565, false,true,
2018-08-24 14:06:44.664, false,true,
2018-08-24 14:06:44.763, false,true,
2018-08-24 14:06:44.862, false,true,
2018-08-24 14:06:44.961, false,true,
2018-08-24 14:06:45.060, false,true,
2018-08-24 14:06:45.159, false,true,
2018-08-24 14:06:45.258, false,true,
2018-08-24 14:06:45.358, false,true,
2018-08-24 14:06:45.457, false,true,
2018-08-24 14:06:45.556, false,true,
2018-08-24 14:06:45.655, false,true,
2018-08-24 14:06:45.754, false,true,
2018-08-24 14:06:45.853, false,true,
2018-08-24 14:06:45.952, false,true,
2018-08-24 14:06:46.052, false,true,
2018-08-24 14:06:46.151, false,true,
2018-08-24 14:06:46.250, false,true,
2018-08-24 14:06:46.349, false,false,
2018-08-24 14:06:46.448, false,false,
2018-08-24 14:06:46.547, false,false,
2018-08-24 14:06:46.646, false,false,
2018-08-24 14:06:46.745, false,false,
2018-08-24 14:06:46.844, false,false,
2018-08-24 14:06:46.944, false,false,
2018-08-24 14:06:47.043, false,false,
2018-08-24 14:06:47.143, false,false,
2018-08-24 14:06:47.242, false,false,
2018-08-24 14:06:47.341, false,false,
2018-08-24 14:06:47.440, false,false,
2018-08-24 14:06:47.539, false,false,
2018-08-24 14:06:47.638, false,false,
2018-08-24 14:06:47.737, false,false,
2018-08-24 14:06:47.837, false,false,
2018-08-24 14:06:47.936, false,false,
2018-08-24 14:06:48.035, false,false,
2018-08-24 14:06:48.134, false,false,
2018-08-24 14:06:48.233, false,false,
2018-08-24 14:06:48.332, false,false,
2018-08-24 14:06:48.431, false,false,
2018-08-24 14:06:48.530, false,false,
2018-08-24 14:06:48.629, false,false,
2018-08-24 14:06:48.728, false,false,
2018-08-24 14:06:48.827, false,false,
2018-08-24 14:06:48.926, false,false,
2018-08-24 14:06:49.025, false,false,
2018-08-24 14:06:49.125, false,false,
2018-08-24 14:06:49.224, false,false,
2018-08-24 14:06:49.323, false,false,
2018-08-24 14:06:49.422, false,false,
2018-08-24 14:06:49.521, false,false,
2018-08-24 14:06:49.620, false,false,
2018-08-24 14:06:49.719, false,false,
2018-08-24 14:06:49.818, false,false,
2018-08-24 14:06:49.917, false,false,
2018-08-24 14:06:50.017, false,false,
2018-08-24 14:06:50.116, false,false,
2018-08-24 14:06:50.215, false,false,
2018-08-24 14:06:50.314, false,false,
2018-08-24 14:06:50.413, false,false,
2018-08-24 14:06:50.512, false,false,
2018-08-24 14:06:50.611, false,false,
2018-08-24 14:06:50.710, false,false,
2018-08-24 14:06:50.810, false,false,
2018-08-24 14:06:50.909, false,false,
2018-08-24 14:06:51.008, false,false,
2018-08-24 14:06:51.107, false,false,
2018-08-24 14:06:51.206, false,false,
2018-08-24 14:06:51.305, false,false,
2018-08-24 14:06:51.404, false,false,
2018-08-24 14:06:51.503, false,false,
2018-08-24 14:06:51.603, false,false,
2018-08-24 14:06:51.702, false,false,
2018-08-24 14:06:51.801, false,false,
2018-08-24 14:06:51.900, false,false,
2018-08-24 14:06:51.999, false,false,
2018-08-24 14:06:52.098, false,false,
2018-08-24 14:06:52.197, false,false,
2018-08-24 14:06:52.296, false,false,
2018-08-24 14:06:52.396, false,false,
2018-08-24 14:06:52.495, false,false,
2018-08-24 14:06:52.594, false,false,
2018-08-24 14:06:52.693, false,false,
2018-08-24 14:06:52.792, false,false,
2018-08-24 14:06:52.891, false,false,
2018-08-24 14:06:52.990, true,false,
2018-08-24 14:06:53.089, true,false,
2018-08-24 14:06:53.189, true,false,
2018-08-24 14:06:53.288, true,false,
2018-08-24 14:06:53.387, true,false,
2018-08-24 14:06:53.486, true,false,
2018-08-24 14:06:53.585, true,false,
2018-08-24 14:06:53.684, true,false,
2018-08-24 14:06:53.783, true,false,
2018-08-24 14:06:53.882, true,false,
2018-08-24 14:06:53.982, true,false,
2018-08-24 14:06:54.081, true,false,
2018-08-24 14:06:54.180, true,false,
2018-08-24 14:06:54.279, true,false,
2018-08-24 14:06:54.378, true,false,
2018-08-24 14:06:54.477, true,false,
2018-08-24 14:06:54.576, true,false,
2018-08-24 14:06:54.675, true,false,
2018-08-24 14:06:54.775, true,false,
2018-08-24 14:06:54.874, true,false,
2018-08-24 14:06:54.973, true,false,
2018-08-24 14:06:55.072, true,false,
2018-08-24 14:06:55.171, true,false,
2018-08-24 14:06:55.270, true,false,
2018-08-24 14:06:55.369, true,false,
2018-08-24 14:06:55.468, true,false,
2018-08-24 14:06:55.567, true,false,
2018-08-24 14:06:55.667, true,false,
2018-08-24 14:06:55.766, true,false,
2018-08-24 14:06:55.865, true,false,
2018-08-24 14:06:55.964, true,false,
2018-08-24 14:06:56.063, true,false,
2018-08-24 14:06:56.162, true,false,
2018-08-24 14:06:56.261, true,false,
2018-08-24 14:06:56.361, true,false,
2018-08-24 14:06:56.460, true,false,
2018-08-24 14:06:56.559, true,false,
2018-08-24 14:06:56.658, true,false,
2018-08-24 14:06:56.757, true,false,
2018-08-24 14:06:56.856, true,false,
2018-08-24 14:06:56.955, true,false,
2018-08-24 14:06:57.054, true,false,
2018-08-24 14:06:57.153, true,false,
2018-08-24 14:06:57.252, true,false,
2018-08-24 14:06:57.352, true,false,
2018-08-24 14:06:57.451, true,false,
2018-08-24 14:06:57.550, true,false,
2018-08-24 14:06:57.649, true,false,
2018-08-24 14:06:57.748, true,false,
2018-08-24 14:06:57.847, true,false,
2018-08-24 14:06:57.946, true,false,
2018-08-24 14:06:58.045, true,false,
2018-08-24 14:06:58.145, true,false,
2018-08-24 14:06:58.244, true,false,
2018-08-24 14:06:58.343, true,false,
2018-08-24 14:06:58.442, true,false,
2018-08-24 14:06:58.541, true,false,
2018-08-24 14:06:58.640, true,false,
2018-08-24 14:06:58.739, true,false,
2018-08-24 14:06:58.838, true,false,
2018-08-24 14:06:58.938, true,false,
2018-08-24 14:06:59.037, true,false,
2018-08-24 14:06:59.136, true,false,
2018-08-24 14:06:59.235, true,false,
2018-08-24 14:06:59.334, true,false,
2018-08-24 14:06:59.433, true,false,
2018-08-24 14:06:59.532, true,false,
2018-08-24 14:06:59.631, true,false,
2018-08-24 14:06:59.731, true,false,
2018-08-24 14:06:59.830, true,false,
2018-08-24 14:06:59.929, true,false,
2018-08-24 14:07:00.028, true,false,
2018-08-24 14:07:00.127, true,false,
2018-08-24 14:07:00.226, true,false,
2018-08-24 14:07:00.325, true,false,
2018-08-24 14:07:00.424, true,false,
2018-08-24 14:07:00.524, true,false,
2018-08-24 14:07:00.623, true,false,
2018-08-24 14:07:00.722, true,false,
2018-08-24 14:07:00.821, true,false,
2018-08-24 14:07:00.920, true,false,
2018-08-24 14:07:01.019, true,false,
2018-08-24 14:07:01.118, true,false,
2018-08-24 14:07:01.217, true,false,
2018-08-24 14:07:01.316, true,false,
2018-08-24 14:07:01.416, true,false,
2018-08-24 14:07:01.515, true,false,
2018-08-24 14:07:01.614, true,false,
2018-08-24 14:07:01.713, true,false,
2018-08-24 14:07:01.812, true,false,
2018-08-24 14:07:01.911, true,false,
2018-08-24 14:07:02.010, true,false,
2018-08-24 14:07:02.109, true,false,
2018-08-24 14:07:02.209, true,false,
2018-08-24 14:07:02.308, true,false,
2018-08-24 14:07:02.407, true,false,
2018-08-24 14:07:02.506, true,false,
2018-08-24 14:07:02.605, true,false,
2018-08-24 14:07:02.704, true,false,
2018-08-24 14:07:02.803, true,false,
2018-08-24 14:07:02.902, true,false,
2018-08-24 14:07:03.002, true,false,
2018-08-24 14:07:03.101, true,false,
2018-08-24 14:07:03.200, true,false,
2018-08-24 14:07:03.299, true,false,
2018-08-24 14:07:03.398, true,false,
2018-08-24 14:07:03.497, true,false,
2018-08-24 14:07:03.596, true,false,
2018-08-24 14:07:03.696, true,false,
2018-08-24 14:07:03.795, true,false,
2018-08-24 14:07:03.894, true,false,
2018-08-24 14:07:03.993, true,false,
2018-08-24 14:07:04.092, true,false,
2018-08-24 14:07:04.191, true,false,
2018-08-24 14:07:04.290, true,false,
2018-08-24 14:07:04.389, false,false,
2018-08-24 14:07:04.489, false,false,
2018-08-24 14:07:04.588, false,false,
2018-08-24 14:07:04.687, false,false,
2018-08-24 14:07:04.786, false,false,
2018-08-24 14:07:04.885, false,false,
2018-08-24 14:07:04.984, false,false,
2018-08-24 14:07:05.083, false,false,
2018-08-24 14:07:05.182, false,false,
2018-08-24 14:07:05.282, false,false,
2018-08-24 14:07:05.381, false,false,
2018-08-24 14:07:05.480, false,false,
2018-08-24 14:07:05.579, false,false,
2018-08-24 14:07:05.678, false,false,
